NAME,state,county,Estimate!!Total!!Income in the past 12 months below poverty level!!75 to 84 years,Estimate!!Total!!Income in the past 12 months below poverty level!!60 to 74 years,Estimate!!Total!!Income in the past 12 months below poverty level!!85 years and over,Estimate!!Total!!Income in the past 12 months below poverty level,Estimate!!Total,Estimate!!Total!!Income in the past 12 months below poverty level!!6 to 11 years,Estimate!!Total!!Income in the past 12 months below poverty level!!Under 6 years,Estimate!!Total!!Income in the past 12 months below poverty level!!18 to 59 years,Estimate!!Total!!Income in the past 12 months below poverty level!!12 to 17 years,Estimate!!Total!!Income in the past 12 months at or above poverty level,Estimate!!Total!!Income in the past 12 months at or above poverty level!!6 to 11 years,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Under 6 years,Estimate!!Total!!Income in the past 12 months at or above poverty level!!18 to 59 years,Estimate!!Total!!Income in the past 12 months at or above poverty level!!12 to 17 years,Estimate!!Total!!Income in the past 12 months at or above poverty level!!75 to 84 years,Estimate!!Total!!Income in the past 12 months at or above poverty level!!60 to 74 years,Estimate!!Total!!Income in the past 12 months at or above poverty level!!85 years and over
"Hanover County, Virginia",51,085,267.0,765.0,130.0,5725.0,102635.0,649.0,551.0,2712.0,651.0,96910.0,6880.0,5768.0,52359.0,8650.0,4528.0,17001.0,1724.0
"Lunenburg County, Virginia",51,111,191.0,200.0,52.0,2022.0,11309.0,204.0,205.0,943.0,227.0,9287.0,506.0,550.0,4625.0,578.0,544.0,2210.0,274.0
"Orange County, Virginia",51,137,117.0,267.0,35.0,2984.0,34749.0,296.0,505.0,1405.0,359.0,31765.0,2016.0,1911.0,16668.0,2311.0,2314.0,6140.0,405.0
"Harrisonburg city, Virginia",51,660,106.0,386.0,59.0,12953.0,46011.0,346.0,715.0,10982.0,359.0,33058.0,2795.0,2527.0,20109.0,1921.0,1161.0,3857.0,688.0
"Emporia city, Virginia",51,595,46.0,179.0,40.0,1499.0,5164.0,239.0,106.0,580.0,309.0,3665.0,259.0,206.0,2160.0,292.0,142.0,523.0,83.0
"Wythe County, Virginia",51,197,94.0,639.0,139.0,4468.0,28600.0,396.0,373.0,2308.0,519.0,24132.0,1626.0,1020.0,12747.0,1687.0,1483.0,4908.0,661.0
"Chesapeake city, Virginia",51,550,248.0,1745.0,242.0,20768.0,231227.0,2944.0,3074.0,9705.0,2810.0,210459.0,16206.0,14994.0,121743.0,17114.0,7885.0,29850.0,2667.0
"Albemarle County, Virginia",51,003,311.0,967.0,128.0,9675.0,98891.0,856.0,1000.0,5777.0,636.0,89216.0,6634.0,5746.0,46768.0,6634.0,4738.0,16375.0,2321.0
"Bedford County, Virginia",51,019,369.0,1006.0,121.0,7046.0,77293.0,647.0,509.0,3785.0,609.0,70247.0,4446.0,4001.0,35961.0,5316.0,4321.0,14986.0,1216.0
"Botetourt County, Virginia",51,023,303.0,445.0,81.0,2629.0,32842.0,242.0,280.0,1104.0,174.0,30213.0,1986.0,1309.0,15601.0,2495.0,1768.0,6517.0,537.0
"Wise County, Virginia",51,195,209.0,776.0,67.0,7890.0,35898.0,818.0,810.0,4659.0,551.0,28008.0,1625.0,1477.0,14613.0,2148.0,1472.0,5960.0,713.0
"Bristol city, Virginia",51,520,97.0,251.0,65.0,3740.0,16498.0,364.0,555.0,2003.0,405.0,12758.0,702.0,584.0,6664.0,836.0,905.0,2565.0,502.0
"Portsmouth city, Virginia",51,740,430.0,1543.0,193.0,15707.0,91565.0,2130.0,2642.0,7264.0,1505.0,75858.0,5294.0,5501.0,43807.0,4632.0,3458.0,11618.0,1548.0
"Williamsburg city, Virginia",51,830,53.0,147.0,10.0,2356.0,10537.0,15.0,97.0,1893.0,141.0,8181.0,551.0,463.0,4176.0,338.0,638.0,1800.0,215.0
"Alleghany County, Virginia",51,005,143.0,448.0,19.0,3023.0,14940.0,400.0,212.0,1543.0,258.0,11917.0,572.0,594.0,6004.0,782.0,861.0,2707.0,397.0
"Carroll County, Virginia",51,035,372.0,509.0,106.0,4429.0,29448.0,167.0,404.0,2523.0,348.0,25019.0,1381.0,1324.0,12429.0,1786.0,1751.0,5822.0,526.0
"Washington County, Virginia",51,191,480.0,1092.0,91.0,7862.0,52505.0,822.0,830.0,4021.0,526.0,44643.0,2651.0,1939.0,23087.0,2990.0,3237.0,9659.0,1080.0
"Northumberland County, Virginia",51,133,100.0,236.0,15.0,1700.0,12210.0,198.0,170.0,880.0,101.0,10510.0,448.0,425.0,3936.0,489.0,1297.0,3531.0,384.0
"Page County, Virginia",51,139,80.0,503.0,11.0,4303.0,23506.0,403.0,433.0,2370.0,503.0,19203.0,1018.0,946.0,9925.0,1489.0,1518.0,3977.0,330.0
"Warren County, Virginia",51,187,127.0,382.0,41.0,4004.0,38516.0,474.0,328.0,2202.0,450.0,34512.0,2296.0,2534.0,19364.0,2493.0,1514.0,5816.0,495.0
"Alexandria city, Virginia",51,510,455.0,1357.0,146.0,16432.0,155124.0,1713.0,2113.0,9211.0,1437.0,138692.0,6691.0,10901.0,93484.0,5500.0,3640.0,16829.0,1647.0
"Fredericksburg city, Virginia",51,630,93.0,366.0,68.0,3672.0,25975.0,399.0,300.0,2142.0,304.0,22303.0,1322.0,2041.0,13701.0,1525.0,769.0,2687.0,258.0
"Hampton city, Virginia",51,650,514.0,1890.0,309.0,20609.0,130712.0,2217.0,2220.0,10957.0,2502.0,110103.0,6926.0,7243.0,64057.0,7143.0,5105.0,17495.0,2134.0
"Arlington County, Virginia",51,013,431.0,1620.0,308.0,16360.0,228785.0,999.0,1328.0,10928.0,746.0,212425.0,12679.0,14662.0,144008.0,10055.0,5362.0,23270.0,2389.0
"Hopewell city, Virginia",51,670,78.0,349.0,101.0,4639.0,22107.0,541.0,691.0,2346.0,533.0,17468.0,1687.0,1109.0,9558.0,1110.0,826.0,2797.0,381.0
"Buchanan County, Virginia",51,027,185.0,826.0,22.0,5859.0,21182.0,444.0,499.0,3246.0,637.0,15323.0,851.0,527.0,8182.0,802.0,1288.0,3429.0,244.0
"Frederick County, Virginia",51,069,359.0,888.0,125.0,5225.0,83666.0,474.0,510.0,2471.0,398.0,78441.0,6106.0,5644.0,43169.0,6272.0,3673.0,12058.0,1519.0
"Stafford County, Virginia",51,179,153.0,445.0,56.0,6306.0,139983.0,890.0,575.0,3566.0,621.0,133677.0,11866.0,10344.0,78195.0,13142.0,3473.0,15524.0,1133.0
"York County, Virginia",51,199,155.0,323.0,143.0,3101.0,66052.0,488.0,261.0,1548.0,183.0,62951.0,4906.0,4239.0,34262.0,5934.0,2811.0,9828.0,971.0
"Richmond city, Virginia",51,760,969.0,4475.0,559.0,52298.0,213147.0,5318.0,6072.0,30682.0,4223.0,160849.0,6963.0,9680.0,103061.0,6651.0,6061.0,25050.0,3383.0
"Nelson County, Virginia",51,125,73.0,269.0,38.0,1812.0,14670.0,252.0,73.0,943.0,164.0,12858.0,711.0,667.0,5861.0,766.0,930.0,3633.0,290.0
"Pittsylvania County, Virginia",51,143,430.0,1084.0,111.0,9457.0,60558.0,1321.0,999.0,4872.0,640.0,51101.0,3105.0,2281.0,25865.0,3569.0,3735.0,11637.0,909.0
"Norton city, Virginia",51,720,13.0,170.0,0.0,1155.0,3935.0,60.0,214.0,589.0,109.0,2780.0,217.0,114.0,1485.0,209.0,221.0,504.0,30.0
"Fluvanna County, Virginia",51,065,0.0,122.0,13.0,1221.0,24992.0,106.0,14.0,841.0,125.0,23771.0,1828.0,1340.0,12033.0,1819.0,1658.0,4773.0,320.0
"Amelia County, Virginia",51,007,65.0,287.0,26.0,1707.0,12761.0,258.0,164.0,759.0,148.0,11054.0,806.0,660.0,6133.0,741.0,638.0,1926.0,150.0
"Winchester city, Virginia",51,840,63.0,344.0,57.0,4004.0,26745.0,705.0,453.0,2083.0,299.0,22741.0,1638.0,1581.0,12718.0,1549.0,1101.0,3574.0,580.0
"Accomack County, Virginia",51,001,281.0,753.0,59.0,6438.0,32396.0,783.0,891.0,3122.0,549.0,25958.0,1700.0,1356.0,12761.0,1551.0,1769.0,6080.0,741.0
"Floyd County, Virginia",51,063,176.0,431.0,51.0,1780.0,15570.0,55.0,104.0,847.0,116.0,13790.0,843.0,671.0,6894.0,1341.0,867.0,2942.0,232.0
"Grayson County, Virginia",51,077,172.0,382.0,99.0,3085.0,14965.0,373.0,366.0,1378.0,315.0,11880.0,519.0,438.0,6145.0,687.0,996.0,2828.0,267.0
"Nottoway County, Virginia",51,135,128.0,366.0,37.0,2814.0,13938.0,192.0,280.0,1720.0,91.0,11124.0,853.0,665.0,5603.0,919.0,750.0,2107.0,227.0
"Harrison County, West Virginia",54,033,375.0,1143.0,145.0,10281.0,66820.0,1176.0,677.0,5858.0,907.0,56539.0,3751.0,3596.0,29706.0,3933.0,3247.0,11022.0,1284.0
"Ohio County, West Virginia",54,069,313.0,674.0,162.0,5407.0,40018.0,348.0,563.0,2855.0,492.0,34611.0,2025.0,2050.0,17482.0,2356.0,2235.0,7471.0,992.0
"Calhoun County, West Virginia",54,013,13.0,195.0,39.0,1373.0,7278.0,70.0,137.0,808.0,111.0,5905.0,334.0,296.0,2932.0,435.0,454.0,1308.0,146.0
"Morgan County, West Virginia",54,065,68.0,383.0,42.0,1484.0,17457.0,63.0,99.0,794.0,35.0,15973.0,925.0,697.0,8213.0,1436.0,1147.0,3367.0,188.0
"Raleigh County, West Virginia",54,081,345.0,1422.0,191.0,12875.0,73151.0,1165.0,1572.0,7135.0,1045.0,60276.0,3979.0,3304.0,30015.0,4336.0,3922.0,13226.0,1494.0
"Braxton County, West Virginia",54,007,74.0,403.0,35.0,3021.0,13866.0,393.0,268.0,1509.0,339.0,10845.0,531.0,611.0,5386.0,650.0,887.0,2578.0,202.0
"Barbour County, West Virginia",54,001,71.0,528.0,16.0,3685.0,16045.0,393.0,465.0,1942.0,270.0,12360.0,817.0,424.0,6557.0,880.0,811.0,2596.0,275.0
"McDowell County, West Virginia",54,047,146.0,807.0,5.0,5882.0,17660.0,450.0,849.0,3230.0,395.0,11778.0,727.0,551.0,5219.0,934.0,982.0,3022.0,343.0
"Wayne County, West Virginia",54,099,360.0,1092.0,116.0,9042.0,40522.0,914.0,972.0,4822.0,766.0,31480.0,1835.0,1609.0,16459.0,2448.0,1887.0,6321.0,921.0
"Wyoming County, West Virginia",54,109,91.0,507.0,43.0,4665.0,21461.0,387.0,428.0,2901.0,308.0,16796.0,1137.0,807.0,8084.0,1292.0,1002.0,4075.0,399.0
"Jackson County, West Virginia",54,035,179.0,414.0,116.0,4478.0,28786.0,637.0,110.0,2478.0,544.0,24308.0,1864.0,1684.0,12268.0,1400.0,1564.0,4912.0,616.0
"Mercer County, West Virginia",54,055,352.0,1122.0,137.0,11720.0,59170.0,1161.0,1173.0,6687.0,1088.0,47450.0,3104.0,2956.0,23422.0,2648.0,3231.0,10708.0,1381.0
"Upshur County, West Virginia",54,097,127.0,587.0,29.0,4787.0,23008.0,290.0,837.0,2590.0,327.0,18221.0,1309.0,723.0,9296.0,1184.0,1286.0,4017.0,406.0
"Webster County, West Virginia",54,101,123.0,268.0,19.0,2362.0,8442.0,143.0,277.0,1252.0,280.0,6080.0,436.0,255.0,2923.0,309.0,332.0,1610.0,215.0
"Berkeley County, West Virginia",54,003,299.0,1492.0,182.0,14370.0,112721.0,2057.0,1493.0,7412.0,1435.0,98351.0,7366.0,6571.0,56114.0,7509.0,4030.0,15656.0,1105.0
"Fayette County, West Virginia",54,019,216.0,1109.0,121.0,8454.0,42313.0,916.0,952.0,4381.0,759.0,33859.0,2075.0,1945.0,17256.0,2136.0,2151.0,7394.0,902.0
"Grant County, West Virginia",54,023,117.0,229.0,96.0,1433.0,11514.0,156.0,74.0,704.0,57.0,10081.0,616.0,566.0,5141.0,723.0,642.0,2261.0,132.0
"Hampshire County, West Virginia",54,027,222.0,617.0,11.0,4583.0,22718.0,520.0,546.0,2302.0,365.0,18135.0,894.0,743.0,9296.0,1163.0,1066.0,4431.0,542.0
"Summers County, West Virginia",54,089,83.0,368.0,38.0,2769.0,12066.0,204.0,342.0,1493.0,241.0,9297.0,530.0,245.0,4428.0,669.0,753.0,2368.0,304.0
"Brooke County, West Virginia",54,009,122.0,261.0,27.0,2935.0,21611.0,231.0,320.0,1724.0,250.0,18676.0,1061.0,851.0,9259.0,1198.0,1538.0,4359.0,410.0
"Doddridge County, West Virginia",54,017,48.0,191.0,2.0,1165.0,7786.0,54.0,79.0,734.0,57.0,6621.0,450.0,324.0,3329.0,366.0,488.0,1542.0,122.0
"Mineral County, West Virginia",54,057,214.0,482.0,114.0,3845.0,26442.0,218.0,560.0,2013.0,244.0,22597.0,1416.0,1089.0,11770.0,1912.0,1343.0,4603.0,464.0
"Greenbrier County, West Virginia",54,025,197.0,845.0,65.0,6228.0,34701.0,579.0,613.0,3458.0,471.0,28473.0,1596.0,1524.0,13999.0,2067.0,2281.0,6438.0,568.0
"Hardy County, West Virginia",54,031,142.0,158.0,68.0,1573.0,13677.0,353.0,86.0,599.0,167.0,12104.0,667.0,758.0,6459.0,705.0,751.0,2547.0,217.0
"Marion County, West Virginia",54,049,137.0,964.0,219.0,9379.0,55110.0,829.0,1076.0,5417.0,737.0,45731.0,2920.0,2639.0,24161.0,2858.0,2559.0,9248.0,1346.0
"Mingo County, West Virginia",54,059,164.0,808.0,8.0,7054.0,24577.0,599.0,886.0,3914.0,675.0,17523.0,1043.0,845.0,8925.0,1386.0,1143.0,3954.0,227.0
"Hancock County, West Virginia",54,029,271.0,353.0,157.0,3842.0,29366.0,258.0,492.0,1863.0,448.0,25524.0,1379.0,1320.0,13298.0,1756.0,1639.0,5431.0,701.0
"Lewis County, West Virginia",54,041,105.0,314.0,23.0,3361.0,16083.0,234.0,510.0,1800.0,375.0,12722.0,740.0,811.0,6533.0,804.0,807.0,2699.0,328.0
"Nicholas County, West Virginia",54,067,157.0,627.0,46.0,4613.0,25148.0,484.0,666.0,2402.0,231.0,20535.0,1203.0,898.0,10243.0,1601.0,1427.0,4734.0,429.0
"Pocahontas County, West Virginia",54,075,57.0,106.0,7.0,1372.0,8221.0,134.0,117.0,765.0,186.0,6849.0,298.0,356.0,3260.0,362.0,604.0,1823.0,146.0
"Tyler County, West Virginia",54,095,33.0,144.0,16.0,1398.0,8790.0,155.0,127.0,839.0,84.0,7392.0,370.0,399.0,3649.0,588.0,579.0,1681.0,126.0
"Randolph County, West Virginia",54,083,139.0,640.0,69.0,5139.0,26617.0,501.0,553.0,2959.0,278.0,21478.0,1421.0,1088.0,10734.0,1423.0,1595.0,4753.0,464.0
"Taylor County, West Virginia",54,091,96.0,342.0,30.0,2822.0,16482.0,403.0,167.0,1443.0,341.0,13660.0,713.0,845.0,7107.0,965.0,741.0,2918.0,371.0
"Wirt County, West Virginia",54,105,62.0,150.0,0.0,1083.0,5723.0,126.0,141.0,487.0,117.0,4640.0,322.0,216.0,2520.0,275.0,289.0,927.0,91.0
"Clay County, West Virginia",54,015,87.0,283.0,15.0,2354.0,8687.0,305.0,102.0,1403.0,159.0,6333.0,300.0,467.0,3097.0,602.0,485.0,1298.0,84.0
"Gilmer County, West Virginia",54,021,63.0,179.0,14.0,1246.0,6597.0,52.0,125.0,767.0,46.0,5351.0,467.0,273.0,2883.0,245.0,423.0,996.0,64.0
"Monongalia County, West Virginia",54,061,179.0,992.0,115.0,20988.0,99169.0,941.0,1203.0,16997.0,561.0,78181.0,4430.0,4963.0,48455.0,4579.0,3188.0,11394.0,1172.0
"Monroe County, West Virginia",54,063,75.0,362.0,4.0,2186.0,13302.0,217.0,289.0,1064.0,175.0,11116.0,816.0,482.0,5536.0,624.0,722.0,2503.0,433.0
"Wetzel County, West Virginia",54,103,95.0,515.0,30.0,3560.0,15424.0,452.0,418.0,1678.0,372.0,11864.0,566.0,451.0,6247.0,829.0,1048.0,2398.0,325.0
"Cabell County, West Virginia",54,011,432.0,1667.0,239.0,20552.0,91203.0,1435.0,1801.0,13358.0,1620.0,70651.0,4691.0,4367.0,37185.0,4367.0,4460.0,13822.0,1759.0
"Kanawha County, West Virginia",54,039,743.0,3602.0,398.0,31218.0,182374.0,3230.0,3909.0,16949.0,2387.0,151156.0,9532.0,8056.0,79232.0,9680.0,9868.0,31177.0,3611.0
"Pendleton County, West Virginia",54,071,95.0,148.0,70.0,1137.0,6951.0,117.0,85.0,525.0,97.0,5814.0,261.0,291.0,2848.0,413.0,452.0,1352.0,197.0
"Preston County, West Virginia",54,077,177.0,593.0,90.0,4853.0,30899.0,522.0,580.0,2530.0,361.0,26046.0,1661.0,1608.0,13404.0,1646.0,1622.0,5610.0,495.0
"Kitsap County, Washington",53,035,720.0,3163.0,547.0,24772.0,255003.0,1965.0,2339.0,14060.0,1978.0,230231.0,15685.0,15617.0,126846.0,15536.0,11011.0,42195.0,3341.0
"King County, Washington",53,033,6819.0,21183.0,4183.0,203702.0,2133784.0,16817.0,17467.0,121801.0,15432.0,1930082.0,132296.0,136159.0,1178661.0,121813.0,64671.0,266044.0,30438.0
"Pend Oreille County, Washington",53,051,49.0,348.0,47.0,2001.0,13079.0,149.0,96.0,1109.0,203.0,11078.0,684.0,580.0,4856.0,857.0,816.0,3110.0,175.0
"San Juan County, Washington",53,055,139.0,452.0,16.0,1851.0,16226.0,121.0,129.0,908.0,86.0,14375.0,587.0,459.0,6266.0,759.0,1288.0,4631.0,385.0
"Whitman County, Washington",53,075,151.0,361.0,95.0,11156.0,41670.0,369.0,380.0,9532.0,268.0,30514.0,1979.0,2122.0,18169.0,2085.0,1184.0,4483.0,492.0
"Yakima County, Washington",53,077,937.0,3011.0,349.0,44600.0,245489.0,6996.0,6529.0,20923.0,5855.0,200889.0,19647.0,16634.0,106423.0,17626.0,8685.0,28583.0,3291.0
"Cowlitz County, Washington",53,015,523.0,2001.0,262.0,16610.0,103570.0,1408.0,2012.0,8949.0,1455.0,86960.0,6009.0,5295.0,44501.0,7342.0,4783.0,17215.0,1815.0
"Ferry County, Washington",53,019,53.0,289.0,13.0,1406.0,7466.0,116.0,97.0,779.0,59.0,6060.0,338.0,276.0,2766.0,426.0,428.0,1691.0,135.0
"Lewis County, Washington",53,041,238.0,1289.0,169.0,10901.0,75797.0,822.0,1176.0,6322.0,885.0,64896.0,4363.0,3862.0,32232.0,5074.0,4012.0,13635.0,1718.0
"Grays Harbor County, Washington",53,027,244.0,1351.0,198.0,10980.0,68852.0,1076.0,1228.0,5811.0,1072.0,57872.0,3708.0,3474.0,28691.0,4064.0,3530.0,12899.0,1506.0
"Island County, Washington",53,029,308.0,824.0,122.0,6810.0,79324.0,609.0,634.0,3712.0,601.0,72514.0,4164.0,4592.0,35563.0,4196.0,5052.0,17248.0,1699.0
"Wahkiakum County, Washington",53,069,18.0,100.0,0.0,323.0,4134.0,28.0,10.0,138.0,29.0,3811.0,200.0,161.0,1534.0,264.0,353.0,1196.0,103.0
"Franklin County, Washington",53,021,261.0,681.0,208.0,13867.0,88130.0,2113.0,2654.0,6070.0,1880.0,74263.0,8533.0,7033.0,41075.0,7258.0,1947.0,7895.0,522.0
"Grant County, Washington",53,025,309.0,1034.0,149.0,13543.0,93954.0,2073.0,1587.0,6836.0,1555.0,80411.0,7432.0,7494.0,41643.0,7853.0,3301.0,11619.0,1069.0
"Whatcom County, Washington",53,073,909.0,3086.0,419.0,31741.0,211566.0,2338.0,1901.0,21398.0,1690.0,179825.0,12313.0,12012.0,99292.0,12185.0,8371.0,32081.0,3571.0
"Okanogan County, Washington",53,047,167.0,1038.0,65.0,8449.0,40961.0,1021.0,984.0,4498.0,676.0,32512.0,2381.0,1947.0,15377.0,2334.0,2389.0,7592.0,492.0
"Kittitas County, Washington",53,037,87.0,461.0,134.0,8026.0,42313.0,419.0,226.0,6488.0,211.0,34287.0,2379.0,2256.0,18460.0,2195.0,1775.0,6609.0,613.0
"Benton County, Washington",53,005,505.0,2011.0,299.0,24592.0,192344.0,3174.0,3946.0,12011.0,2646.0,167752.0,14854.0,12825.0,89706.0,14008.0,7066.0,26466.0,2827.0
"Columbia County, Washington",53,013,37.0,83.0,6.0,456.0,3946.0,18.0,9.0,234.0,69.0,3490.0,270.0,185.0,1518.0,235.0,290.0,873.0,119.0
"Asotin County, Washington",53,003,118.0,413.0,32.0,2858.0,22015.0,328.0,210.0,1478.0,279.0,19157.0,1057.0,1058.0,9514.0,1593.0,1486.0,3999.0,450.0
"Garfield County, Washington",53,023,0.0,21.0,0.0,255.0,2201.0,12.0,29.0,138.0,55.0,1946.0,118.0,134.0,843.0,181.0,173.0,437.0,60.0
"Mason County, Washington",53,045,195.0,1055.0,46.0,9201.0,61286.0,850.0,935.0,4993.0,1127.0,52085.0,2818.0,3023.0,25775.0,3138.0,3669.0,12520.0,1142.0
"Stevens County, Washington",53,065,246.0,1078.0,139.0,6829.0,43774.0,585.0,579.0,3499.0,703.0,36945.0,2418.0,2309.0,17430.0,2859.0,2378.0,8876.0,675.0
"Spokane County, Washington",53,063,1754.0,6507.0,941.0,69738.0,483477.0,6784.0,7537.0,41064.0,5151.0,413739.0,29572.0,28853.0,226831.0,31570.0,19209.0,69920.0,7784.0
"Chelan County, Washington",53,007,361.0,1440.0,354.0,8695.0,74713.0,1402.0,629.0,3743.0,766.0,66018.0,4775.0,4922.0,34457.0,5245.0,3406.0,11738.0,1475.0
"Rock County, Wisconsin",55,105,549.0,1763.0,280.0,21507.0,158339.0,2891.0,2876.0,10932.0,2216.0,136832.0,10064.0,8837.0,75103.0,10344.0,6905.0,23004.0,2575.0
"Waushara County, Wisconsin",55,137,140.0,408.0,82.0,2580.0,22801.0,219.0,233.0,1214.0,284.0,20221.0,1122.0,1119.0,9690.0,1380.0,1546.0,4847.0,517.0
"Adams County, Wisconsin",55,001,112.0,427.0,66.0,2794.0,18940.0,333.0,261.0,1417.0,178.0,16146.0,709.0,540.0,7042.0,908.0,1525.0,4971.0,451.0
"Bayfield County, Wisconsin",55,007,81.0,261.0,56.0,1712.0,14838.0,149.0,172.0,809.0,184.0,13126.0,670.0,592.0,5974.0,830.0,1023.0,3799.0,238.0
"Lafayette County, Wisconsin",55,065,88.0,176.0,101.0,1782.0,16568.0,225.0,242.0,803.0,147.0,14786.0,1160.0,1043.0,7573.0,1249.0,840.0,2601.0,320.0
"Monroe County, Wisconsin",55,081,190.0,521.0,166.0,5716.0,44587.0,932.0,866.0,2553.0,488.0,38871.0,3104.0,2685.0,20722.0,3148.0,1753.0,6774.0,685.0
"Pierce County, Wisconsin",55,093,55.0,239.0,51.0,3791.0,38861.0,245.0,310.0,2718.0,173.0,35070.0,2702.0,2120.0,19327.0,2942.0,1407.0,6004.0,568.0
"Wood County, Wisconsin",55,141,350.0,1014.0,405.0,7488.0,72349.0,610.0,878.0,3608.0,623.0,64861.0,4879.0,3902.0,34424.0,4651.0,3901.0,11381.0,1723.0
"Ashland County, Wisconsin",55,003,89.0,282.0,39.0,2161.0,15088.0,216.0,233.0,1083.0,219.0,12927.0,880.0,835.0,6655.0,1078.0,751.0,2531.0,197.0
"Calumet County, Wisconsin",55,015,165.0,332.0,29.0,2826.0,49512.0,375.0,304.0,1322.0,299.0,46686.0,3997.0,3107.0,26060.0,4038.0,1806.0,6883.0,795.0
"Florence County, Wisconsin",55,037,58.0,104.0,10.0,420.0,4271.0,6.0,21.0,181.0,40.0,3851.0,217.0,182.0,1965.0,220.0,242.0,932.0,93.0
"Clark County, Wisconsin",55,019,170.0,386.0,116.0,4282.0,33882.0,550.0,729.0,1887.0,444.0,29600.0,2742.0,2624.0,14580.0,2908.0,1538.0,4642.0,566.0
"Jefferson County, Wisconsin",55,055,348.0,811.0,178.0,7282.0,81373.0,881.0,593.0,3832.0,639.0,74091.0,5548.0,4384.0,40794.0,6032.0,3479.0,12558.0,1296.0
"Kenosha County, Wisconsin",55,059,385.0,1636.0,263.0,22308.0,163655.0,2775.0,3078.0,11799.0,2372.0,141347.0,10177.0,8508.0,80733.0,12044.0,5801.0,21603.0,2481.0
"Iron County, Wisconsin",55,051,50.0,121.0,14.0,822.0,5570.0,44.0,43.0,504.0,46.0,4748.0,234.0,142.0,2178.0,257.0,489.0,1299.0,149.0
"St. Croix County, Wisconsin",55,109,147.0,630.0,104.0,3874.0,86973.0,344.0,421.0,1927.0,301.0,83099.0,7520.0,6166.0,46563.0,7370.0,2967.0,11668.0,845.0
"Oconto County, Wisconsin",55,083,208.0,501.0,91.0,3481.0,37122.0,374.0,294.0,1722.0,291.0,33641.0,2367.0,1757.0,17681.0,2375.0,1968.0,6941.0,552.0
"Lincoln County, Wisconsin",55,069,192.0,412.0,109.0,2474.0,27087.0,173.0,155.0,1263.0,170.0,24613.0,1461.0,1306.0,13037.0,1744.0,1602.0,4974.0,489.0
"Waupaca County, Wisconsin",55,135,223.0,644.0,193.0,5303.0,49730.0,581.0,649.0,2539.0,474.0,44427.0,3056.0,2247.0,23826.0,3355.0,2624.0,8364.0,955.0
"Barron County, Wisconsin",55,005,291.0,625.0,158.0,5311.0,44390.0,600.0,615.0,2623.0,399.0,39079.0,2762.0,2369.0,19735.0,2830.0,2496.0,8047.0,840.0
"Sawyer County, Wisconsin",55,113,88.0,343.0,18.0,2760.0,15922.0,343.0,374.0,1392.0,202.0,13162.0,810.0,465.0,5961.0,849.0,1131.0,3681.0,265.0
"Green Lake County, Wisconsin",55,047,118.0,272.0,64.0,2049.0,18498.0,162.0,315.0,921.0,197.0,16449.0,1264.0,953.0,7992.0,1291.0,1001.0,3515.0,433.0
"Marquette County, Wisconsin",55,077,104.0,278.0,57.0,1702.0,14914.0,169.0,132.0,810.0,152.0,13212.0,788.0,776.0,6307.0,866.0,971.0,3126.0,378.0
"Marinette County, Wisconsin",55,075,216.0,768.0,274.0,5236.0,39517.0,430.0,498.0,2591.0,459.0,34281.0,2130.0,1598.0,17126.0,2363.0,2373.0,7783.0,908.0
"Racine County, Wisconsin",55,101,598.0,2430.0,276.0,22913.0,190057.0,3027.0,2710.0,11633.0,2239.0,167144.0,11958.0,11311.0,91457.0,13729.0,8240.0,27249.0,3200.0
"Winnebago County, Wisconsin",55,139,630.0,1449.0,268.0,19184.0,161777.0,1704.0,1933.0,11710.0,1490.0,142593.0,9450.0,9174.0,80451.0,10756.0,7416.0,22415.0,2931.0
"Forest County, Wisconsin",55,041,39.0,166.0,5.0,1426.0,8769.0,127.0,141.0,803.0,145.0,7343.0,469.0,448.0,3498.0,451.0,580.0,1749.0,148.0
"Grant County, Wisconsin",55,043,240.0,598.0,224.0,7135.0,48101.0,499.0,618.0,4467.0,489.0,40966.0,3183.0,2709.0,21889.0,3074.0,2274.0,7048.0,789.0
"Rusk County, Wisconsin",55,107,86.0,276.0,46.0,1962.0,13909.0,194.0,251.0,946.0,163.0,11947.0,792.0,520.0,5691.0,896.0,895.0,2789.0,364.0
"Sheboygan County, Wisconsin",55,117,421.0,898.0,281.0,8540.0,111999.0,755.0,953.0,4549.0,683.0,103459.0,7761.0,6642.0,55044.0,8666.0,5189.0,17905.0,2252.0
"Langlade County, Wisconsin",55,067,80.0,272.0,67.0,2643.0,18856.0,301.0,198.0,1459.0,266.0,16213.0,877.0,809.0,8097.0,1171.0,1280.0,3484.0,495.0
"Outagamie County, Wisconsin",55,087,494.0,1205.0,292.0,15545.0,181269.0,1486.0,2116.0,8379.0,1573.0,165724.0,12817.0,12144.0,93925.0,13124.0,7003.0,24152.0,2559.0
"Vernon County, Wisconsin",55,123,244.0,522.0,159.0,4995.0,30107.0,689.0,647.0,2106.0,628.0,25112.0,1859.0,1892.0,12391.0,2135.0,1433.0,4905.0,497.0
"Columbia County, Wisconsin",55,021,226.0,485.0,94.0,4522.0,55391.0,344.0,505.0,2382.0,486.0,50869.0,3654.0,3008.0,27290.0,4216.0,2425.0,9253.0,1023.0
