NAME,state,county,Estimate!!Median household income in the past 12 months (in 2018 inflation-adjusted dollars)
"Lake County, Colorado",08,065,46918.0
"Moffat County, Colorado",08,081,52807.0
"Pitkin County, Colorado",08,097,71244.0
"Cheyenne County, Colorado",08,017,55227.0
"Crowley County, Colorado",08,025,37586.0
"Dolores County, Colorado",08,033,41714.0
"Jackson County, Colorado",08,057,48828.0
"Larimer County, Colorado",08,069,67664.0
"Montezuma County, Colorado",08,083,46797.0
"San Miguel County, Colorado",08,113,64478.0
"Boulder County, Colorado",08,013,78642.0
"Las Animas County, Colorado",08,071,41945.0
"Yuma County, Colorado",08,125,48394.0
"Routt County, Colorado",08,107,74273.0
"Summit County, Colorado",08,117,77589.0
"Clear Creek County, Colorado",08,019,69936.0
"Delta County, Colorado",08,029,44512.0
"Pueblo County, Colorado",08,101,44634.0
"Morgan County, Colorado",08,087,51626.0
"Park County, Colorado",08,093,66861.0
"Mesa County, Colorado",08,077,53683.0
"Prowers County, Colorado",08,099,40097.0
"El Paso County, Colorado",08,041,65334.0
"Washington County, Colorado",08,121,49375.0
"Arapahoe County, Colorado",08,005,73925.0
"Broomfield County, Colorado",08,014,89624.0
"New Haven County, Connecticut",09,009,67128.0
"Tolland County, Connecticut",09,013,84916.0
"Hartford County, Connecticut",09,003,72321.0
"Windham County, Connecticut",09,015,64774.0
"Middlesex County, Connecticut",09,007,84761.0
"New Castle County, Delaware",10,003,70996.0
"Sussex County, Delaware",10,005,60853.0
"District of Columbia, District of Columbia",11,001,82604.0
"Okaloosa County, Florida",12,091,62048.0
"Taylor County, Florida",12,123,36934.0
"Washington County, Florida",12,133,37188.0
"Duval County, Florida",12,031,53473.0
"Bradford County, Florida",12,007,46197.0
"Brevard County, Florida",12,009,54359.0
"Clay County, Florida",12,019,62653.0
"Lafayette County, Florida",12,067,39543.0
"Lake County, Florida",12,069,51884.0
"Nassau County, Florida",12,089,66297.0
"Pinellas County, Florida",12,103,51454.0
"Polk County, Florida",12,105,48500.0
"St. Lucie County, Florida",12,111,49373.0
"Glades County, Florida",12,043,39879.0
"Hendry County, Florida",12,051,40728.0
"Indian River County, Florida",12,061,52336.0
"Jackson County, Florida",12,063,39002.0
"Palm Beach County, Florida",12,099,59943.0
"St. Johns County, Florida",12,109,77323.0
"Seminole County, Florida",12,117,63760.0
"Miami-Dade County, Florida",12,086,48982.0
"Bay County, Florida",12,005,51829.0
"Flagler County, Florida",12,035,53872.0
"Franklin County, Florida",12,037,42855.0
"Hamilton County, Florida",12,047,34583.0
"Liberty County, Florida",12,077,37363.0
"Sumter County, Florida",12,119,55228.0
"Gadsden County, Florida",12,039,40922.0
"Holmes County, Florida",12,059,38608.0
"Lee County, Florida",12,071,54691.0
"Marion County, Florida",12,083,43361.0
"Collier County, Florida",12,021,65675.0
"Orange County, Florida",12,095,54335.0
"Pasco County, Florida",12,101,50417.0
"Highlands County, Florida",12,055,37314.0
"Suwannee County, Florida",12,121,42686.0
"DeSoto County, Florida",12,027,35057.0
"Calhoun County, Florida",12,013,38609.0
"Columbia County, Florida",12,023,44491.0
"Dixie County, Florida",12,029,38237.0
"Putnam County, Florida",12,107,35649.0
"Union County, Florida",12,125,41770.0
"Manatee County, Florida",12,081,56036.0
"Levy County, Florida",12,075,37634.0
"Baker County, Florida",12,003,61769.0
"Volusia County, Florida",12,127,46760.0
"Leon County, Florida",12,073,51201.0
"Madison County, Florida",12,079,35509.0
"Escambia County, Florida",12,033,49286.0
"Hernando County, Florida",12,053,46030.0
"Calhoun County, Georgia",13,037,31725.0
"Macon County, Georgia",13,193,31999.0
"Bleckley County, Georgia",13,023,45029.0
"Bibb County, Georgia",13,021,39931.0
"Marion County, Georgia",13,197,44309.0
"Schley County, Georgia",13,249,41276.0
"Dooly County, Georgia",13,093,35629.0
"Franklin County, Georgia",13,119,40198.0
"Effingham County, Georgia",13,103,65153.0
"Lamar County, Georgia",13,171,41464.0
"Emanuel County, Georgia",13,107,34946.0
"Quitman County, Georgia",13,239,30000.0
"Jasper County, Georgia",13,159,43284.0
"Johnson County, Georgia",13,167,39813.0
"Liberty County, Georgia",13,179,45959.0
"Mitchell County, Georgia",13,205,37027.0
"Seminole County, Georgia",13,253,34338.0
"Tift County, Georgia",13,277,42790.0
"Twiggs County, Georgia",13,289,33037.0
"Polk County, Georgia",13,233,43491.0
"Talbot County, Georgia",13,263,36213.0
"Taylor County, Georgia",13,269,33442.0
"Terrell County, Georgia",13,273,38015.0
"Thomas County, Georgia",13,275,40112.0
"Toombs County, Georgia",13,279,36575.0
"Wilkinson County, Georgia",13,319,37583.0
"Ben Hill County, Georgia",13,017,32705.0
"Burke County, Georgia",13,033,42773.0
"Catoosa County, Georgia",13,047,55125.0
"Chattahoochee County, Georgia",13,053,46453.0
"Chattooga County, Georgia",13,055,36107.0
"Columbia County, Georgia",13,073,76938.0
"Decatur County, Georgia",13,087,39148.0
"Floyd County, Georgia",13,115,46367.0
"Forsyth County, Georgia",13,117,101743.0
"Habersham County, Georgia",13,137,49140.0
"Lowndes County, Georgia",13,185,41390.0
"Meriwether County, Georgia",13,199,36351.0
"Monroe County, Georgia",13,207,54050.0
"Sumter County, Georgia",13,261,36205.0
"Taliaferro County, Georgia",13,265,31797.0
"Baker County, Georgia",13,007,37188.0
"Butts County, Georgia",13,035,41845.0
"Candler County, Georgia",13,043,32937.0
"Carroll County, Georgia",13,045,49608.0
"Crawford County, Georgia",13,079,43257.0
"Crisp County, Georgia",13,081,35096.0
"Coweta County, Georgia",13,077,70717.0
"Cobb County, Georgia",13,067,75153.0
"Dade County, Georgia",13,083,44471.0
"Walton County, Georgia",13,297,58370.0
"Brooks County, Georgia",13,027,34322.0
"Dodge County, Georgia",13,091,35757.0
"Elbert County, Georgia",13,105,37943.0
"Fayette County, Georgia",13,113,87272.0
"Jenkins County, Georgia",13,165,27311.0
"Newton County, Georgia",13,217,53309.0
"Pickens County, Georgia",13,227,64512.0
"Colquitt County, Georgia",13,071,35472.0
"Dawson County, Georgia",13,085,65805.0
"Clayton County, Georgia",13,063,45778.0
"Hall County, Georgia",13,139,59898.0
"Heard County, Georgia",13,149,48094.0
"Hancock County, Georgia",13,141,31984.0
"McDuffie County, Georgia",13,189,39199.0
"Morgan County, Georgia",13,211,62530.0
"Dougherty County, Georgia",13,095,37633.0
"Fannin County, Georgia",13,111,45647.0
"Houston County, Georgia",13,153,58770.0
"Laurens County, Georgia",13,175,37369.0
"Spalding County, Georgia",13,255,42671.0
"Telfair County, Georgia",13,271,30288.0
"Union County, Georgia",13,291,44978.0
"Washington County, Georgia",13,303,38092.0
"White County, Georgia",13,311,46288.0
"Paulding County, Georgia",13,223,66467.0
"Pike County, Georgia",13,231,58765.0
"Richmond County, Georgia",13,245,40644.0
"Tattnall County, Georgia",13,267,38034.0
"Berrien County, Georgia",13,019,37163.0
"Walker County, Georgia",13,295,43650.0
"Gwinnett County, Georgia",13,135,67769.0
"Barrow County, Georgia",13,013,57348.0
"Charlton County, Georgia",13,049,40283.0
"Clinch County, Georgia",13,065,25236.0
"Bartow County, Georgia",13,015,55452.0
"Douglas County, Georgia",13,097,62147.0
"Grady County, Georgia",13,131,42348.0
"Jeff Davis County, Georgia",13,161,36531.0
"Montgomery County, Georgia",13,209,40728.0
"Oglethorpe County, Georgia",13,221,44927.0
"Randolph County, Georgia",13,243,30914.0
"Rockdale County, Georgia",13,247,57049.0
"Ware County, Georgia",13,299,39887.0
"Wayne County, Georgia",13,305,44869.0
"Wheeler County, Georgia",13,309,27626.0
"Wilcox County, Georgia",13,315,36077.0
"Baldwin County, Georgia",13,009,39426.0
"Bulloch County, Georgia",13,031,41789.0
"Clarke County, Georgia",13,059,36889.0
"Echols County, Georgia",13,101,34447.0
"Glynn County, Georgia",13,127,50672.0
"Haralson County, Georgia",13,143,46353.0
"Jefferson County, Georgia",13,163,34300.0
"Jones County, Georgia",13,169,53155.0
"Murray County, Georgia",13,213,45238.0
"Muscogee County, Georgia",13,215,45389.0
"Rabun County, Georgia",13,241,40902.0
"Stewart County, Georgia",13,259,25385.0
"Treutlen County, Georgia",13,283,37606.0
"Irwin County, Georgia",13,155,32339.0
"Atkinson County, Georgia",13,003,34877.0
"Bacon County, Georgia",13,005,36964.0
"Brantley County, Georgia",13,025,37031.0
"Washington County, Idaho",16,087,37206.0
"Cassia County, Idaho",16,031,50918.0
"Gem County, Idaho",16,045,43001.0
"Valley County, Idaho",16,085,55299.0
"Adams County, Idaho",16,003,45319.0
"Nez Perce County, Idaho",16,069,54174.0
"Kootenai County, Idaho",16,055,54457.0
"Lewis County, Idaho",16,061,41326.0
"Butte County, Idaho",16,023,42250.0
"Twin Falls County, Idaho",16,083,50778.0
"Owyhee County, Idaho",16,073,40430.0
"Boise County, Idaho",16,015,53942.0
"Caribou County, Idaho",16,029,59611.0
"Ada County, Idaho",16,001,63137.0
"Bannock County, Idaho",16,005,49739.0
"Bingham County, Idaho",16,011,51288.0
"Camas County, Idaho",16,025,38393.0
"Canyon County, Idaho",16,027,49143.0
"Jefferson County, Idaho",16,051,60162.0
"Latah County, Idaho",16,057,45466.0
"Payette County, Idaho",16,075,50289.0
"Benewah County, Idaho",16,009,46507.0
"Clark County, Idaho",16,033,35341.0
"Elmore County, Idaho",16,039,46715.0
"Fremont County, Idaho",16,043,53311.0
"Shoshone County, Idaho",16,079,39091.0
"Idaho County, Idaho",16,049,39113.0
"Hawaii County, Hawaii",15,001,59297.0
"Maui County, Hawaii",15,009,77117.0
"Kauai County, Hawaii",15,007,78482.0
"Kalawao County, Hawaii",15,005,61875.0
"Jersey County, Illinois",17,083,56747.0
"Putnam County, Illinois",17,155,65034.0
"De Witt County, Illinois",17,039,55591.0
"Fayette County, Illinois",17,051,44432.0
"Lee County, Illinois",17,103,57901.0
"Logan County, Illinois",17,107,57899.0
"Macoupin County, Illinois",17,117,53778.0
"Richland County, Illinois",17,159,48724.0
"Saline County, Illinois",17,165,41167.0
"Washington County, Illinois",17,189,59469.0
"Montgomery County, Illinois",17,135,50304.0
"Whiteside County, Illinois",17,195,53828.0
"Adams County, Illinois",17,001,51398.0
"Clinton County, Illinois",17,027,65010.0
"DeKalb County, Illinois",17,037,61086.0
"Edwards County, Illinois",17,047,49766.0
"Jasper County, Illinois",17,079,54951.0
"Jefferson County, Illinois",17,081,47617.0
"Will County, Illinois",17,197,83504.0
"Williamson County, Illinois",17,199,49053.0
"Douglas County, Illinois",17,041,54218.0
"Fulton County, Illinois",17,057,50180.0
"Greene County, Illinois",17,061,46052.0
"Hardin County, Illinois",17,069,43081.0
"Henry County, Illinois",17,073,57250.0
"Knox County, Illinois",17,095,43709.0
"Lake County, Illinois",17,097,86244.0
"Massac County, Illinois",17,127,42604.0
"Scott County, Illinois",17,171,53973.0
"Cass County, Illinois",17,017,51997.0
"LaSalle County, Illinois",17,099,56243.0
"Hancock County, Illinois",17,067,51549.0
"Grundy County, Illinois",17,063,74140.0
"Kankakee County, Illinois",17,091,57981.0
"DuPage County, Illinois",17,043,88711.0
"Sangamon County, Illinois",17,167,60466.0
"Menard County, Illinois",17,129,69102.0
"Stephenson County, Illinois",17,177,48016.0
"Cook County, Illinois",17,031,62088.0
"Ogle County, Illinois",17,141,59707.0
"Morgan County, Illinois",17,137,48508.0
"White County, Illinois",17,193,47773.0
"Woodford County, Illinois",17,203,71867.0
"Henderson County, Illinois",17,071,52712.0
"McHenry County, Illinois",17,111,84803.0
"McLean County, Illinois",17,113,65813.0
"Perry County, Illinois",17,145,48298.0
"Pike County, Illinois",17,149,42664.0
"Rock Island County, Illinois",17,161,52630.0
"St. Clair County, Illinois",17,163,53681.0
"Wabash County, Illinois",17,185,51432.0
"Calhoun County, Illinois",17,013,54392.0
"Cumberland County, Illinois",17,035,53376.0
"Jo Daviess County, Illinois",17,085,57083.0
"Kane County, Illinois",17,089,76912.0
"Lawrence County, Illinois",17,101,45654.0
"Brown County, Illinois",17,009,58762.0
"Marshall County, Illinois",17,123,55901.0
"Iroquois County, Illinois",17,075,51825.0
"Christian County, Illinois",17,021,52415.0
"Clay County, Illinois",17,025,48691.0
"Gallatin County, Illinois",17,059,42500.0
"Jackson County, Illinois",17,077,37802.0
"Monroe County, Illinois",17,133,81268.0
"Peoria County, Illinois",17,143,54770.0
"Union County, Illinois",17,181,49182.0
"Winnebago County, Illinois",17,201,52743.0
"Piatt County, Illinois",17,147,69271.0
"Pulaski County, Illinois",17,153,33799.0
"Schuyler County, Illinois",17,169,46151.0
"Stark County, Illinois",17,175,52260.0
"Edgar County, Illinois",17,045,51109.0
"Bond County, Illinois",17,005,58097.0
"Boone County, Illinois",17,007,66898.0
"Bureau County, Illinois",17,011,55940.0
"Carroll County, Illinois",17,015,51228.0
"Coles County, Illinois",17,029,44071.0
"Crawford County, Illinois",17,033,49233.0
"Monroe County, Indiana",18,105,47075.0
"Fountain County, Indiana",18,045,49887.0
"Elkhart County, Indiana",18,039,55399.0
"Crawford County, Indiana",18,025,43875.0
"Cass County, Indiana",18,017,47545.0
"Marion County, Indiana",18,097,46692.0
"Clay County, Indiana",18,021,53021.0
"Hendricks County, Indiana",18,063,78355.0
"Franklin County, Indiana",18,047,58382.0
"Grant County, Indiana",18,053,42593.0
"Jackson County, Indiana",18,071,49506.0
"Howard County, Indiana",18,067,50869.0
"Owen County, Indiana",18,119,48667.0
"Randolph County, Indiana",18,135,45601.0
"Whitley County, Indiana",18,183,61153.0
"Brown County, Indiana",18,013,61455.0
"Clinton County, Indiana",18,023,52488.0
"Union County, Indiana",18,161,48227.0
"Lawrence County, Indiana",18,093,52092.0
"Daviess County, Indiana",18,027,51032.0
"Dearborn County, Indiana",18,029,65096.0
"Knox County, Indiana",18,083,46457.0
"Perry County, Indiana",18,123,51064.0
"Pulaski County, Indiana",18,131,48370.0
"Posey County, Indiana",18,129,62583.0
"Warren County, Indiana",18,171,61148.0
"Vermillion County, Indiana",18,165,48377.0
"Allen County, Indiana",18,003,53402.0
"Decatur County, Indiana",18,031,54622.0
"Floyd County, Indiana",18,043,61754.0
"Jennings County, Indiana",18,079,49801.0
"Johnson County, Indiana",18,081,68712.0
"Morgan County, Indiana",18,109,62462.0
"Gibson County, Indiana",18,051,52620.0
"Orange County, Indiana",18,117,45341.0
"Kosciusko County, Indiana",18,085,58402.0
"Marshall County, Indiana",18,099,54229.0
"Vanderburgh County, Indiana",18,163,46943.0
"Blackford County, Indiana",18,009,42217.0
"Scott County, Indiana",18,143,47123.0
"Harrison County, Indiana",18,061,57132.0
"LaPorte County, Indiana",18,091,51101.0
"Wabash County, Indiana",18,169,50637.0
"Jasper County, Indiana",18,073,59574.0
"Martin County, Indiana",18,101,51224.0
"Porter County, Indiana",18,127,68044.0
"Shelby County, Indiana",18,145,59214.0
"Ripley County, Indiana",18,137,56295.0
"Spencer County, Indiana",18,147,56998.0
"Sullivan County, Indiana",18,153,46517.0
"Tipton County, Indiana",18,159,55479.0
"Tippecanoe County, Indiana",18,157,51844.0
"Vigo County, Indiana",18,167,43859.0
"Warrick County, Indiana",18,173,70648.0
"Hamilton County, Indiana",18,057,94644.0
"DeKalb County, Indiana",18,033,53808.0
"LaGrange County, Indiana",18,087,60675.0
"Bartholomew County, Indiana",18,005,59045.0
"Rush County, Indiana",18,139,50535.0
"Boone County, Indiana",18,011,80567.0
"Fulton County, Indiana",18,049,49333.0
"Lake County, Indiana",18,089,54249.0
"Montgomery County, Indiana",18,107,53610.0
"Noble County, Indiana",18,113,55033.0
"Adams County, Indiana",18,001,51713.0
"Fayette County, Indiana",18,041,43317.0
"Delaware County, Iowa",19,055,61179.0
"Wayne County, Iowa",19,185,45017.0
"Linn County, Iowa",19,113,64862.0
"Scott County, Iowa",19,163,58803.0
"O'Brien County, Iowa",19,141,53045.0
"Benton County, Iowa",19,011,65475.0
"Dubuque County, Iowa",19,061,61321.0
"Hamilton County, Iowa",19,079,56273.0
"Pocahontas County, Iowa",19,151,49877.0
"Union County, Iowa",19,175,47518.0
"Van Buren County, Iowa",19,177,47083.0
"Ringgold County, Iowa",19,159,52005.0
"Davis County, Iowa",19,051,58464.0
"Adair County, Iowa",19,001,51859.0
"Audubon County, Iowa",19,009,50397.0
"Clarke County, Iowa",19,039,51571.0
"Ida County, Iowa",19,093,55969.0
"Keokuk County, Iowa",19,107,51043.0
"Monroe County, Iowa",19,135,49549.0
"Wapello County, Iowa",19,179,45233.0
"Sioux County, Iowa",19,167,67178.0
"Calhoun County, Iowa",19,025,50800.0
"Cedar County, Iowa",19,031,65791.0
"Cerro Gordo County, Iowa",19,033,52902.0
"Greene County, Iowa",19,073,54050.0
"Hardin County, Iowa",19,083,53872.0
"Lucas County, Iowa",19,117,50206.0
"Winnebago County, Iowa",19,189,51002.0
"Palo Alto County, Iowa",19,147,52462.0
"Appanoose County, Iowa",19,007,41111.0
"Iowa County, Iowa",19,095,58570.0
"Jasper County, Iowa",19,099,55727.0
"Winneshiek County, Iowa",19,191,62820.0
"Poweshiek County, Iowa",19,157,53520.0
"Marshall County, Iowa",19,127,54027.0
"Boone County, Iowa",19,015,61111.0
"Bremer County, Iowa",19,017,68023.0
"Howard County, Iowa",19,089,52742.0
"Emmet County, Iowa",19,063,48542.0
"Hancock County, Iowa",19,081,61167.0
"Madison County, Iowa",19,121,64512.0
"Marion County, Iowa",19,125,58492.0
"Wright County, Iowa",19,197,50198.0
"Madison County, Ohio",39,097,65264.0
"Muskingum County, Ohio",39,119,45276.0
"Dakota County, Minnesota",27,037,83288.0
"Lyon County, Minnesota",27,083,55525.0
"Renville County, Minnesota",27,129,57886.0
"Cook County, Minnesota",27,031,52271.0
"Meeker County, Minnesota",27,093,61856.0
"Pennington County, Minnesota",27,113,59036.0
"Wilkin County, Minnesota",27,167,54935.0
"Clay County, Minnesota",27,027,65000.0
"Fillmore County, Minnesota",27,045,59451.0
"Polk County, Minnesota",27,119,57151.0
"Roseau County, Minnesota",27,135,59644.0
"Watonwan County, Minnesota",27,165,51097.0
"Big Stone County, Minnesota",27,011,51920.0
"Cass County, Minnesota",27,021,50173.0
"Goodhue County, Minnesota",27,049,64765.0
"Jackson County, Minnesota",27,063,57010.0
"Nobles County, Minnesota",27,105,54149.0
"Sherburne County, Minnesota",27,141,85818.0
"Carver County, Minnesota",27,019,97895.0
"Itasca County, Minnesota",27,061,53022.0
"Ramsey County, Minnesota",27,123,62304.0
"Winona County, Minnesota",27,169,55529.0
"Madison County, Mississippi",28,089,71690.0
"Marion County, Mississippi",28,091,31446.0
"Titus County, Texas",48,449,46698.0
"Liberty County, Texas",48,291,49850.0
"Wise County, Texas",48,497,61709.0
"Jim Wells County, Texas",48,249,42005.0
"Dimmit County, Texas",48,127,27832.0
"Fort Bend County, Texas",48,157,95561.0
"Irion County, Texas",48,235,54706.0
"Cooke County, Texas",48,097,57646.0
"Dawson County, Texas",48,115,44657.0
"Burleson County, Texas",48,051,56235.0
"Jefferson County, Texas",48,245,48463.0
"Oldham County, Texas",48,359,63315.0
"El Paso County, Texas",48,141,44597.0
"Terrell County, Texas",48,443,33750.0
"Uvalde County, Texas",48,463,41752.0
"Archer County, Texas",48,009,64476.0
"Hidalgo County, Texas",48,215,38398.0
"Somervell County, Texas",48,425,53162.0
"Tooele County, Utah",49,045,71020.0
"Haskell County, Texas",48,207,46013.0
"Mills County, Texas",48,333,41827.0
"Newton County, Texas",48,351,40950.0
"Summit County, Utah",49,043,100453.0
"Piute County, Utah",49,031,39440.0
"Beaver County, Utah",49,001,54212.0
"Sanpete County, Utah",49,039,51720.0
"Utah County, Utah",49,049,70408.0
"Franklin County, Vermont",50,011,64258.0
"Bennington County, Vermont",50,003,53040.0
"Essex County, Vermont",50,009,41045.0
"Buena Vista city, Virginia",51,530,34273.0
"Petersburg city, Virginia",51,730,36135.0
"Fairfax city, Virginia",51,600,111574.0
"Manassas city, Virginia",51,683,78462.0
"Suffolk city, Virginia",51,800,70664.0
"Chesterfield County, Virginia",51,041,80214.0
"Isle of Wight County, Virginia",51,093,71376.0
"Franklin city, Virginia",51,620,40375.0
"Charlottesville city, Virginia",51,540,58933.0
"Henrico County, Virginia",51,087,68572.0
"King William County, Virginia",51,101,68720.0
"Louisa County, Virginia",51,109,59343.0
"Prince Edward County, Virginia",51,147,46189.0
"Richmond County, Virginia",51,159,49831.0
"Spotsylvania County, Virginia",51,177,85330.0
"Clarke County, Virginia",51,043,77936.0
"Mecklenburg County, Virginia",51,117,42025.0
"Augusta County, Virginia",51,015,61305.0
"Dickenson County, Virginia",51,051,29226.0
"Loudoun County, Virginia",51,107,136268.0
"Roanoke County, Virginia",51,161,65467.0
"Colonial Heights city, Virginia",51,570,53716.0
"Bland County, Virginia",51,021,50511.0
"Buckingham County, Virginia",51,029,46261.0
"Covington city, Virginia",51,580,39432.0
"Virginia Beach city, Virginia",51,810,74186.0
"Galax city, Virginia",51,640,31938.0
"Westmoreland County, Virginia",51,193,54268.0
"Pulaski County, Virginia",51,155,52638.0
"Danville city, Virginia",51,590,36301.0
"Amherst County, Virginia",51,009,49170.0
"Bath County, Virginia",51,017,46137.0
"Newport News city, Virginia",51,700,51884.0
"Lynchburg city, Virginia",51,680,43374.0
"Martinsville city, Virginia",51,690,33224.0
"Essex County, Virginia",51,057,52681.0
"Staunton city, Virginia",51,790,48049.0
"Radford city, Virginia",51,750,36743.0
"Craig County, Virginia",51,045,55484.0
"Giles County, Virginia",51,071,52478.0
"Rappahannock County, Virginia",51,157,68438.0
"Ritchie County, West Virginia",54,085,44472.0
"Lincoln County, West Virginia",54,043,37679.0
"Putnam County, West Virginia",54,079,59626.0
"Boone County, West Virginia",54,005,38642.0
"Marshall County, West Virginia",54,051,43918.0
"Tucker County, West Virginia",54,093,45655.0
"Pleasants County, West Virginia",54,073,48563.0
"Roane County, West Virginia",54,087,34300.0
"Wood County, West Virginia",54,107,45958.0
"Mason County, West Virginia",54,053,40347.0
"Jefferson County, West Virginia",54,037,76503.0
"Logan County, West Virginia",54,045,38123.0
"Jefferson County, Washington",53,031,54471.0
"Pacific County, Washington",53,049,44846.0
"Skamania County, Washington",53,059,58598.0
"Clallam County, Washington",53,009,49913.0
"Klickitat County, Washington",53,039,54056.0
"Douglas County, Washington",53,017,60452.0
"Pierce County, Washington",53,053,67868.0
"Walla Walla County, Washington",53,071,56533.0
"Snohomish County, Washington",53,061,82751.0
"Thurston County, Washington",53,067,69592.0
"Clark County, Washington",53,011,71636.0
"Adams County, Washington",53,001,49142.0
"Skagit County, Washington",53,057,62865.0
"Lincoln County, Washington",53,043,50744.0
"Taylor County, Wisconsin",55,119,51698.0
"Price County, Wisconsin",55,099,46742.0
"Milwaukee County, Wisconsin",55,079,48742.0
"Dunn County, Wisconsin",55,033,56268.0
"Green County, Wisconsin",55,045,62699.0
"Shawano County, Wisconsin",55,115,54143.0
"Menominee County, Wisconsin",55,078,43872.0
"Buffalo County, Wisconsin",55,011,57134.0
"La Crosse County, Wisconsin",55,063,55479.0
"Eau Claire County, Wisconsin",55,035,55711.0
"Polk County, Wisconsin",55,095,56932.0
"Waukesha County, Wisconsin",55,133,84331.0
"Vilas County, Wisconsin",55,125,44285.0
"Juneau County, Wisconsin",55,057,51056.0
"Washington County, Wisconsin",55,131,74062.0
"Dane County, Wisconsin",55,025,70541.0
"Fond du Lac County, Wisconsin",55,039,59373.0
"Pepin County, Wisconsin",55,091,53140.0
"Portage County, Wisconsin",55,097,57368.0
"Lincoln County, Wyoming",56,023,64519.0
"Laramie County, Wyoming",56,021,64220.0
"Juana D�az Municipio, Puerto Rico",72,075,20845.0
"Santa Isabel Municipio, Puerto Rico",72,133,17640.0
"Guayama Municipio, Puerto Rico",72,057,16374.0
"Gurabo Municipio, Puerto Rico",72,063,33661.0
"Lo�za Municipio, Puerto Rico",72,087,17402.0
"Aguadilla Municipio, Puerto Rico",72,005,16693.0
"Las Mar�as Municipio, Puerto Rico",72,083,13435.0
"Villalba Municipio, Puerto Rico",72,149,19855.0
"Carolina Municipio, Puerto Rico",72,031,29434.0
"Corozal Municipio, Puerto Rico",72,047,15088.0
"Ponce Municipio, Puerto Rico",72,113,17173.0
"Toa Baja Municipio, Puerto Rico",72,137,24899.0
"Aguada Municipio, Puerto Rico",72,003,16347.0
"Ciales Municipio, Puerto Rico",72,039,15071.0
"Cidra Municipio, Puerto Rico",72,041,19949.0
"Luquillo Municipio, Puerto Rico",72,089,20829.0
"San Lorenzo Municipio, Puerto Rico",72,129,18821.0
"Jayuya Municipio, Puerto Rico",72,073,15424.0
"R�o Grande Municipio, Puerto Rico",72,119,22509.0
"Vega Baja Municipio, Puerto Rico",72,145,19096.0
"Guayanilla Municipio, Puerto Rico",72,059,16922.0
"Lajas Municipio, Puerto Rico",72,079,13747.0
"Marion County, Alabama",01,093,35392.0
"Jefferson County, Alabama",01,073,51979.0
"Franklin County, Alabama",01,059,40459.0
"Cherokee County, Alabama",01,019,41014.0
"Dallas County, Alabama",01,047,31602.0
"Macon County, Alabama",01,087,32074.0
"Shelby County, Alabama",01,117,75761.0
"Baldwin County, Alabama",01,003,55962.0
"Houston County, Alabama",01,069,45496.0
"Tuscaloosa County, Alabama",01,125,52221.0
"Clay County, Alabama",01,027,41225.0
"Pike County, Alabama",01,109,34678.0
"Coosa County, Alabama",01,037,38301.0
"Hale County, Alabama",01,065,30571.0
"Escambia County, Alabama",01,053,35000.0
"Butler County, Alabama",01,013,39109.0
"Perry County, Alabama",01,105,23561.0
"Conecuh County, Alabama",01,035,33177.0
"Bibb County, Alabama",01,007,45340.0
"Chambers County, Alabama",01,017,39872.0
"Fayette County, Alabama",01,057,37458.0
"Blount County, Alabama",01,009,48695.0
"Autauga County, Alabama",01,001,58786.0
"Geneva County, Alabama",01,061,38142.0
"Valdez-Cordova Census Area, Alaska",02,261,82306.0
"Hoonah-Angoon Census Area, Alaska",02,105,63603.0
"Wrangell City and Borough, Alaska",02,275,57583.0
"Pima County, Arizona",04,019,51037.0
"Gila County, Arizona",04,007,42092.0
"Cochise County, Arizona",04,003,48649.0
"Apache County, Arizona",04,001,32963.0
"Yavapai County, Arizona",04,025,50180.0
"Navajo County, Arizona",04,017,40054.0
"Pulaski County, Arkansas",05,119,50093.0
"Clay County, Arkansas",05,021,33935.0
"Dallas County, Arkansas",05,039,36628.0
"Randolph County, Arkansas",05,121,36870.0
"Boone County, Arkansas",05,009,43262.0
"Independence County, Arkansas",05,063,43523.0
"Grant County, Arkansas",05,053,51920.0
"Faulkner County, Arkansas",05,045,51930.0
"Marion County, Arkansas",05,089,35518.0
"Searcy County, Arkansas",05,129,36390.0
"Crawford County, Arkansas",05,033,46619.0
"Hot Spring County, Arkansas",05,059,41262.0
"Madison County, Arkansas",05,087,43891.0
"Howard County, Arkansas",05,061,35900.0
"Mississippi County, Arkansas",05,093,37237.0
"Union County, Arkansas",05,139,44000.0
"Geauga County, Ohio",39,055,79956.0
"Monroe County, Ohio",39,111,43956.0
"Lake County, Ohio",39,085,63475.0
"Clark County, Ohio",39,023,48502.0
"Holmes County, Ohio",39,075,62111.0
"Warren County, Ohio",39,165,83330.0
"Ashland County, Ohio",39,005,52730.0
"Seminole County, Oklahoma",40,133,38706.0
"Blaine County, Oklahoma",40,011,50391.0
"Coal County, Oklahoma",40,029,40000.0
"Kingfisher County, Oklahoma",40,073,60656.0
"Marshall County, Oklahoma",40,095,45828.0
"Nowata County, Oklahoma",40,105,41895.0
"Rogers County, Oklahoma",40,131,62949.0
"Alfalfa County, Oklahoma",40,003,59569.0
"Cleveland County, Oklahoma",40,027,62863.0
"Atoka County, Oklahoma",40,005,38821.0
"Dewey County, Oklahoma",40,043,50037.0
"Logan County, Oklahoma",40,083,62035.0
"Washington County, Oklahoma",40,147,52103.0
"Haskell County, Oklahoma",40,061,39375.0
